ID,y
6150,80.0
6151,168.25
6152,314.5
6153,193.25
6154,126.25
6155,138.75
6156,154.25
6157,154.5
6158,158.75
6159,158.75
6160,175.25
6161,241.75
6162,369.75
6163,232.5
6164,180.25
6165,180.25
6166,163.0
6167,128.25
6168,121.0
6169,119.0
6170,90.75
6171,62.25
6172,36.25
6173,28.5
6174,46.75
6175,78.25
6176,109.0
6177,125.75
6178,121.0
6179,166.0
6180,188.75
6181,199.75
6182,227.0
6183,248.25
6184,231.25
6185,200.0
6186,201.25
6187,162.25
6188,143.5
6189,148.25
6190,142.0
6191,117.0
6192,125.0
6193,125.75
6194,94.5
6195,56.5
6196,34.5
6197,25.25
6198,35.5
6199,57.75
6200,89.25
6201,117.75
6202,115.25
6203,153.75
6204,211.0
6205,217.25
6206,209.5
6207,171.75
6208,148.5
6209,150.0
6210,148.5
6211,121.75
6212,112.0
6213,110.0
6214,96.5
6215,80.0
6216,105.0
6217,74.75
6218,53.0
6219,30.5
6220,25.25
6221,37.25
6222,95.75
6223,216.75
6224,438.5
6225,222.0
6226,133.75
6227,149.25
6228,162.75
6229,172.75
6230,171.5
6231,184.25
6232,197.5
6233,267.25
6234,437.25
6235,263.5
6236,205.0
6237,190.25
6238,173.75
6239,130.75
6240,110.0
6241,98.5
6242,69.25
6243,44.0
6244,32.5
6245,37.75
6246,92.5
6247,230.75
6248,466.0
6249,224.0
6250,154.5
6251,184.25
6252,240.0
6253,246.75
6254,248.0
6255,226.25
6256,174.25
6257,76.0
6258,70.75
6259,39.75
6260,57.0
6261,49.0
6262,64.0
6263,119.75
6264,113.75
6265,97.25
6266,70.5
6267,45.0
6268,29.75
6269,35.5
6270,74.25
6271,168.25
6272,345.75
6273,204.0
6274,146.0
6275,154.25
6276,179.5
6277,177.0
6278,190.0
6279,196.5
6280,228.75
6281,303.0
6282,487.0
6283,322.25
6284,272.5
6285,274.0
6286,234.25
6287,147.25
6288,151.0
6289,133.0
6290,99.0
6291,62.0
6292,43.5
6293,51.25
6294,124.0
6295,271.5
6296,493.0
6297,266.0
6298,197.5
6299,228.75
6300,268.5
6301,303.25
6302,331.5
6303,347.25
6304,364.0
6305,455.5
6306,612.75
6307,371.25
6308,297.75
6309,289.75
6310,261.75
6311,194.75
6312,171.0
6313,157.25
6314,119.0
6315,76.0
6316,51.25
6317,57.25
6318,126.0
6319,307.75
6320,597.75
6321,331.5
6322,253.75
6323,282.75
6324,347.75
6325,356.75
6326,355.0
6327,376.25
6328,392.5
6329,485.5
6330,623.5
6331,428.75
6332,344.75
6333,350.25
6334,273.75
6335,111.25
6336,76.5
6337,76.25
6338,36.0
6339,27.0
6340,13.75
6341,28.5
6342,59.75
6343,133.0
6344,338.5
6345,182.0
6346,162.25
6347,190.25
6348,273.0
6349,407.75
6350,363.75
6351,347.5
6352,340.5
6353,376.5
6354,561.0
6355,366.0
6356,262.25
6357,256.75
6358,230.25
6359,196.5
6360,213.0
6361,203.0
6362,145.0
6363,93.75
6364,59.0
6365,44.25
6366,72.5
6367,132.75
6368,199.75
6369,228.75
6370,218.25
6371,272.25
6372,233.5
6373,352.75
6374,493.5
6375,470.5
6376,481.75
6377,431.0
6378,398.25
6379,318.5
6380,273.75
6381,276.5
6382,251.0
6383,182.5
6384,192.5
6385,180.5
6386,131.5
6387,90.0
6388,63.0
6389,41.5
6390,55.25
6391,94.0
6392,140.25
6393,195.25
6394,233.5
6395,361.75
6396,459.75
6397,529.75
6398,552.0
6399,505.0
6400,479.0
6401,475.5
6402,358.5
6403,262.0
6404,211.0
6405,196.25
6406,170.25
6407,148.25
6408,164.75
6409,115.5
6410,77.25
6411,47.25
6412,37.25
6413,57.25
6414,131.25
6415,314.0
6416,626.0
6417,335.0
6418,270.75
6419,296.5
6420,413.75
6421,418.5
6422,461.5
6423,485.25
6424,420.25
6425,484.0
6426,822.75
6427,535.5
6428,395.0
6429,368.25
6430,326.5
6431,247.25
6432,195.5
6433,161.25
6434,116.75
6435,72.75
6436,53.0
6437,64.5
6438,147.25
6439,355.25
6440,628.0
6441,386.25
6442,286.5
6443,289.5
6444,327.75
6445,338.5
6446,349.0
6447,376.75
6448,403.0
6449,551.5
6450,771.75
6451,520.5
6452,420.75
6453,405.0
6454,402.75
6455,295.25
6456,242.75
6457,192.5
6458,128.25
6459,88.5
6460,62.5
6461,74.0
6462,176.25
6463,409.75
6464,754.0
6465,450.0
6466,323.25
6467,335.0
6468,321.75
6469,206.0
6470,43.5
6471,32.5
6472,32.0
6473,20.0
6474,30.5
6475,17.0
6476,19.25
6477,15.25
6478,31.5
6479,229.25
6480,249.5
6481,200.25
6482,147.25
6483,94.25
6484,68.75
6485,84.0
6486,211.0
6487,492.75
6488,918.25
6489,523.25
6490,385.0
6491,425.75
6492,317.5
6493,254.5
6494,128.0
6495,176.25
6496,252.0
6497,554.75
6498,735.0
6499,382.0
6500,144.25
6501,159.5
6502,194.5
6503,249.75
6504,215.0
6505,167.25
6506,118.25
6507,67.25
6508,43.75
6509,59.75
6510,159.0
6511,463.75
6512,944.0
6513,560.0
6514,445.75
6515,526.0
6516,616.75
6517,682.0
6518,728.5
6519,791.5
6520,772.0
6521,894.75
6522,1078.0
6523,779.5
6524,590.5
6525,545.5
6526,462.5
6527,352.25
6528,267.5
6529,221.25
6530,163.25
6531,104.75
6532,68.75
6533,79.75
6534,190.5
6535,499.5
6536,907.5
6537,556.0
6538,458.0
6539,540.5
6540,639.25
6541,674.25
6542,817.25
6543,817.0
6544,891.0
6545,1007.5
6546,1241.25
6547,780.5
6548,590.0
6549,599.25
6550,535.25
6551,400.25
6552,371.75
6553,321.75
6554,234.25
6555,167.0
6556,111.5
6557,83.5
6558,142.25
6559,270.25
6560,411.0
6561,452.5
6562,385.0
6563,501.25
6564,573.25
6565,586.25
6566,534.25
6567,638.0
6568,637.5
6569,587.75
6570,471.5
6571,381.5
6572,314.0
6573,292.0
6574,263.5
6575,226.5
6576,249.0
6577,214.5
6578,144.0
6579,104.25
6580,62.5
6581,44.25
6582,68.0
6583,138.75
6584,242.75
6585,334.75
6586,398.0
6587,523.25
6588,700.5
6589,762.0
6590,793.25
6591,693.0
6592,731.25
6593,856.25
6594,643.75
6595,662.0
6596,486.75
6597,388.25
6598,330.0
6599,226.0
6600,174.25
6601,92.0
6602,70.75
6603,57.5
6604,38.0
6605,59.0
6606,161.75
6607,447.75
6608,974.75
6609,630.25
6610,287.25
6611,508.75
6612,595.75
6613,699.0
6614,750.0
6615,867.0
6616,1062.75
6617,1389.25
6618,1782.0
6619,1301.0
6620,910.5
6621,790.5
6622,690.0
6623,409.0
6624,274.25
6625,223.25
6626,151.0
6627,102.0
6628,83.75
6629,97.75
6630,220.75
6631,572.75
6632,1175.25
6633,725.0
6634,530.5
6635,559.25
6636,761.0
6637,875.25
6638,851.75
6639,937.75
6640,1083.25
6641,1486.25
6642,1834.0
6643,1263.75
6644,951.5
6645,879.0
6646,757.0
6647,550.0
6648,411.75
6649,326.0
6650,235.75
6651,158.5
6652,107.0
6653,112.75
6654,247.5
6655,596.5
6656,1269.5
6657,777.25
6658,556.5
6659,635.25
6660,764.75
6661,839.75
6662,898.0
6663,935.5
6664,1006.5
6665,1123.5
6666,1820.25
6667,1326.25
6668,989.25
6669,960.25
6670,806.75
6671,634.5
6672,496.25
6673,370.5
6674,243.75
6675,170.5
6676,117.5
6677,133.25
6678,294.5
6679,667.25
6680,1314.75
6681,829.5
6682,585.5
6683,673.0
6684,853.75
6685,893.25
6686,925.0
6687,912.25
6688,1045.0
6689,1499.0
6690,1942.75
6691,1339.75
6692,995.25
6693,931.5
6694,885.75
6695,611.75
6696,511.5
6697,397.25
6698,233.5
6699,145.25
6700,104.5
6701,123.0
6702,348.0
6703,751.75
6704,856.25
6705,605.5
6706,710.75
6707,868.25
6708,929.25
6709,947.25
6710,903.75
6711,889.5
6712,1039.0
6713,1386.0
6714,1886.0
6715,1284.25
6716,951.5
6717,881.25
6718,883.5
6719,641.75
6720,594.25
6721,484.25
6722,309.5
6723,219.75
6724,129.75
6725,102.75
6726,156.25
6727,264.25
6728,378.25
6729,562.25
6730,588.25
6731,752.0
6732,840.75
6733,1018.25
6734,1203.5
6735,1176.25
6736,1222.75
6737,1199.5
6738,1163.75
6739,961.5
6740,816.0
6741,800.25
6742,666.0
6743,616.25
6744,650.5
6745,502.75
6746,454.0
6747,321.5
6748,205.0
6749,156.0
6750,256.0
6751,431.0
6752,401.5
6753,493.0
6754,530.0
6755,960.5
6756,1373.5
6757,1491.0
6758,1516.0
6759,1687.5
6760,1904.75
6761,1940.5
6762,1901.25
6763,1771.0
6764,1519.25
6765,1492.75
6766,1210.5
6767,915.0
6768,676.25
6769,477.75
6770,404.0
6771,273.75
6772,165.0
6773,134.0
6774,153.5
6775,244.25
6776,406.0
6777,353.25
6778,219.0
6779,369.25
6780,812.0
6781,1120.0
6782,709.5
6783,559.75
6784,216.75
6785,183.0
6786,115.5
6787,84.0
6788,28.25
6789,16.0
6790,7.0
6791,11.75
6792,104.5
6793,26.75
6794,19.25
6795,9.75
6796,7.0
6797,6.0
6798,9.25
6799,17.75
6800,18.75
6801,14.0
6802,13.25
6803,7.0
6804,12.0
6805,8.25
6806,14.75
6807,17.25
6808,30.75
6809,34.75
6810,52.25
6811,35.5
6812,28.75
6813,148.5
6814,254.75
6815,506.5
6816,473.0
6817,243.25
6818,42.0
6819,33.25
6820,47.25
6821,97.25
6822,325.0
6823,863.75
6824,1229.25
6825,784.25
6826,577.75
6827,696.5
6828,818.5
6829,916.0
6830,943.5
6831,910.25
6832,1041.0
6833,1413.5
6834,2201.0
6835,1549.25
6836,1242.0
6837,1289.75
6838,1062.25
6839,631.0
6840,478.5
6841,348.25
6842,251.0
6843,153.0
6844,115.25
6845,135.75
6846,315.25
6847,779.0
6848,1376.5
6849,845.25
6850,711.0
6851,895.0
6852,999.25
6853,1033.5
6854,1110.75
6855,1290.5
6856,1461.0
6857,1783.0
6858,2180.75
6859,1896.75
6860,1497.0
6861,1484.75
6862,1224.75
6863,871.5
6864,576.25
6865,382.25
6866,290.75
6867,199.5
6868,138.0
6869,153.5
6870,400.75
6871,760.0
6872,1468.75
6873,940.25
6874,744.25
6875,771.75
6876,917.25
6877,769.25
6878,1140.0
6879,1207.75
6880,1321.25
6881,1609.5
6882,2249.0
6883,1363.25
6884,1189.25
6885,1196.25
6886,1039.75
6887,685.0
6888,546.25
6889,399.5
6890,283.5
6891,208.25
6892,131.0
6893,161.25
6894,368.25
6895,674.5
6896,1369.25
6897,903.5
6898,711.25
6899,871.5
6900,979.75
6901,1037.0
6902,1043.5
6903,1167.75
6904,1342.0
6905,1710.75
6906,2400.0
6907,1761.75
6908,1284.5
6909,1252.0
6910,1038.75
6911,828.5
6912,729.5
6913,581.0
6914,412.5
6915,288.0
6916,183.0
6917,155.0
6918,229.75
6919,398.25
6920,600.0
6921,627.5
6922,836.5
6923,1099.25
6924,1257.5
6925,1328.0
6926,1405.25
6927,1540.0
6928,1661.25
6929,1722.5
6930,1680.5
6931,1491.75
6932,1311.0
6933,1111.75
6934,960.0
6935,710.0
6936,522.75
6937,404.0
6938,293.25
6939,199.75
6940,116.25
6941,108.75
6942,163.0
6943,299.25
6944,381.0
6945,655.25
6946,878.25
6947,1121.0
6948,1266.25
6949,1094.0
6950,1249.5
6951,1364.5
6952,1433.0
6953,1387.0
6954,1427.75
6955,1253.5
6956,992.25
6957,989.0
6958,893.5
6959,678.0
6960,538.0
6961,369.25
6962,240.25
6963,175.25
6964,122.75
6965,208.75
6966,466.5
6967,986.5
6968,1598.0
6969,1051.0
6970,799.75
6971,879.25
6972,1002.25
6973,1146.75
6974,1171.75
6975,1252.5
6976,1413.75
6977,1899.75
6978,2702.25
6979,2137.5
6980,1767.25
6981,1516.75
6982,1183.5
6983,695.5
6984,573.75
6985,377.0
6986,261.25
6987,156.5
6988,107.5
6989,198.0
6990,464.25
6991,955.0
6992,1798.75
6993,1221.5
6994,947.0
6995,1025.0
6996,1121.5
6997,1295.25
6998,1354.5
6999,1435.0
7000,1667.0
7001,1999.5
7002,2727.75
7003,2086.0
7004,1910.25
7005,1669.25
7006,1452.25
7007,1052.5
7008,793.5
7009,548.5
7010,305.75
7011,278.0
7012,199.5
7013,199.25
7014,409.5
7015,696.0
7016,926.0
7017,943.0
7018,979.5
7019,1085.5
7020,1183.5
7021,1034.5
7022,897.0
7023,513.75
7024,162.5
7025,67.5
7026,172.25
7027,207.5
7028,152.75
7029,150.25
7030,79.25
7031,27.0
7032,31.5
7033,25.75
7034,38.0
7035,93.25
7036,150.5
7037,195.75
7038,538.25
7039,1030.25
7040,1886.0
7041,1115.25
7042,941.5
7043,1026.75
7044,1212.75
7045,1197.75
7046,1288.5
7047,1316.0
7048,1605.25
7049,2122.5
7050,2963.25
7051,2201.25
7052,1639.25
7053,1514.5
7054,1357.25
7055,1013.5
7056,668.75
7057,559.25
7058,395.25
7059,242.75
7060,164.0
7061,203.0
7062,518.5
7063,989.25
7064,1775.25
7065,1195.0
7066,939.25
7067,1026.5
7068,1164.25
7069,1314.0
7070,1295.0
7071,1480.5
7072,1648.25
7073,2265.5
7074,3151.25
7075,2266.0
7076,1876.0
7077,1827.25
7078,1639.5
7079,1197.25
7080,833.75
7081,612.75
7082,453.75
7083,301.5
7084,198.5
7085,218.75
7086,563.25
7087,1161.5
7088,1621.25
7089,1146.75
7090,974.25
7091,1210.5
7092,1241.75
7093,1242.5
7094,1179.5
7095,1335.75
7096,1633.75
7097,2177.75
7098,3165.25
7099,2217.5
7100,1722.0
7101,1755.0
7102,1605.25
7103,1159.25
7104,879.25
7105,724.0
7106,536.0
7107,369.75
7108,227.5
7109,188.25
7110,288.75
7111,492.0
7112,893.0
7113,1006.5
7114,1131.25
7115,1317.5
7116,1268.0
7117,1375.0
7118,1238.5
7119,1484.25
7120,1724.0
7121,1873.0
7122,1982.5
7123,1891.75
7124,1887.5
7125,1618.25
7126,1470.75
7127,1127.5
7128,955.0
7129,768.5
7130,544.0
7131,246.0
7132,152.5
7133,144.0
7134,187.0
7135,457.25
7136,620.5
7137,982.75
7138,1019.0
7139,1209.25
7140,1417.5
7141,1661.75
7142,1364.5
7143,1857.5
7144,2101.75
7145,2104.0
7146,2040.0
7147,1886.25
7148,1786.75
7149,1592.75
7150,1393.5
7151,1101.0
7152,690.0
7153,435.0
7154,291.75
7155,165.75
7156,108.0
7157,194.75
7158,474.25
7159,1062.25
7160,2152.75
7161,1293.75
7162,983.75
7163,946.0
7164,1042.0
7165,1049.0
7166,1101.0
7167,1185.0
7168,1472.25
7169,1919.75
7170,3130.5
7171,2392.5
7172,2145.75
7173,2099.0
7174,1777.25
7175,1304.0
7176,797.0
7177,614.75
7178,424.25
7179,275.5
7180,204.5
7181,261.75
7182,559.25
7183,1121.0
7184,2079.75
7185,1244.0
7186,950.25
7187,1065.75
7188,1179.5
7189,1234.0
7190,1216.0
7191,1269.0
7192,1415.75
7193,2201.75
7194,2547.5
7195,585.0
7196,461.25
7197,709.25
7198,1303.75
7199,928.25
7200,798.25
7201,634.5
7202,454.25
7203,263.75
7204,207.0
7205,217.0
7206,488.5
7207,1027.0
7208,1960.0
7209,1292.0
7210,884.5
7211,1076.75
7212,1181.75
7213,1310.75
7214,1259.5
7215,1457.75
7216,1709.25
7217,2368.25
7218,3194.0
7219,2198.25
7220,1928.75
7221,1730.25
7222,1411.75
7223,917.25
7224,788.5
7225,567.5
7226,426.25
7227,289.75
7228,199.5
7229,217.5
7230,555.0
7231,1098.25
7232,2023.5
7233,1241.25
7234,942.0
7235,1038.0
7236,1230.5
7237,1260.0
7238,1202.0
7239,1259.0
7240,1429.25
7241,2009.25
7242,3061.75
7243,2269.0
7244,1988.25
7245,1901.5
7246,1578.25
7247,1255.25
7248,1055.75
7249,819.25
7250,551.5
7251,367.25
7252,248.25
7253,309.0
7254,733.5
7255,1449.0
7256,2260.0
7257,1352.5
7258,969.5
7259,1004.75
7260,1115.5
7261,1167.0
7262,1160.5
7263,1260.25
7264,1491.25
7265,2095.0
7266,3356.75
7267,2618.75
7268,2279.75
7269,2078.25
7270,1916.0
7271,1398.75
7272,1038.75
7273,848.0
7274,499.75
7275,351.25
7276,226.75
7277,266.5
7278,647.0
7279,1398.75
7280,2132.25
7281,1379.25
7282,889.0
7283,960.75
7284,1043.5
7285,957.5
7286,977.0
7287,1194.0
7288,1365.0
7289,2134.5
7290,3326.5
7291,2735.75
7292,2415.5
7293,2281.75
7294,1998.5
7295,1495.25
7296,1169.0
7297,1003.0
7298,753.0
7299,544.25
7300,343.25
7301,281.5
7302,464.75
7303,677.25
7304,931.75
7305,1084.5
7306,1041.75
7307,1177.0
7308,1297.75
7309,1278.5
7310,1360.75
7311,1490.5
7312,1666.0
7313,1908.0
7314,2033.0
7315,2070.25
7316,1987.25
7317,1844.0
7318,1612.75
7319,1124.75
7320,970.5
7321,677.5
7322,429.0
7323,405.75
7324,249.5
7325,177.75
7326,265.0
7327,368.75
7328,572.25
7329,910.25
7330,985.75
7331,1073.5
7332,1217.0
7333,1173.0
7334,1127.0
7335,1330.75
7336,1644.75
7337,2079.5
7338,2306.25
7339,2230.75
7340,2195.25
7341,1732.0
7342,1477.0
7343,1174.0
7344,812.75
7345,552.5
7346,362.75
7347,248.25
7348,186.0
7349,310.0
7350,676.25
7351,1226.0
7352,2184.5
7353,1282.25
7354,861.0
7355,873.5
7356,881.25
7357,817.25
7358,861.0
7359,1009.25
7360,1177.5
7361,1876.25
7362,3068.75
7363,2373.25
7364,2176.5
7365,2167.0
7366,1940.25
7367,1428.0
7368,930.75
7369,734.5
7370,531.75
7371,356.75
7372,232.75
7373,177.0
7374,106.5
7375,101.75
7376,58.5
7377,28.75
7378,17.0
7379,24.25
7380,18.5
7381,44.5
7382,35.75
7383,79.0
7384,59.25
7385,150.0
7386,181.0
7387,157.75
7388,91.75
7389,236.0
7390,312.75
7391,473.5
7392,596.25
7393,232.75
7394,175.0
7395,101.75
7396,73.5
7397,151.0
7398,287.0
7399,572.25
7400,1537.25
7401,1248.5
7402,751.0
7403,1029.0
7404,1136.0
7405,1252.0
7406,1213.5
7407,1388.0
7408,1428.0
7409,2148.25
7410,3084.5
7411,2447.75
7412,2027.0
7413,1922.75
7414,1741.0
7415,1295.75
7416,952.5
7417,721.25
7418,529.0
7419,350.5
7420,139.5
7421,235.75
7422,553.0
7423,1169.5
7424,2045.75
7425,1283.75
7426,902.75
7427,990.5
7428,1065.0
7429,1160.25
7430,1035.5
7431,918.75
7432,206.5
7433,27.5
7434,250.5
7435,246.5
7436,756.25
7437,657.0
7438,729.5
7439,540.25
7440,583.25
7441,446.0
7442,262.5
7443,195.25
7444,62.0
7445,27.5
7446,121.75
7447,449.25
7448,1861.25
7449,1291.75
7450,986.5
7451,979.5
7452,1146.0
7453,1202.25
7454,1218.0
7455,1300.0
7456,1547.0
7457,2112.25
7458,3041.0
7459,2409.0
7460,2017.25
7461,2006.25
7462,1648.0
7463,1318.25
7464,1002.25
7465,748.75
7466,513.0
7467,356.25
7468,271.0
7469,202.5
7470,279.0
7471,456.25
7472,773.75
7473,787.5
7474,704.5
7475,295.5
7476,126.25
7477,545.5
7478,626.5
7479,1253.5
7480,1368.5
7481,717.25
7482,199.75
7483,682.5
7484,647.75
7485,1237.25
7486,982.25
7487,1087.0
7488,1150.5
7489,1036.5
7490,745.25
7491,520.5
7492,331.5
7493,277.25
7494,411.25
7495,593.25
7496,748.0
7497,666.25
7498,637.75
7499,703.25
7500,795.25
7501,822.0
7502,799.25
7503,808.25
7504,999.25
7505,1107.5
7506,1390.75
7507,1542.5
7508,1798.0
7509,1766.5
7510,1592.25
7511,1347.75
7512,1147.5
7513,908.0
7514,669.25
7515,451.75
7516,284.0
7517,221.75
7518,296.5
7519,417.25
7520,583.0
7521,623.5
7522,541.0
7523,661.25
7524,697.0
7525,754.25
7526,803.25
7527,872.75
7528,991.75
7529,1210.0
7530,1381.5
7531,1398.0
7532,1476.0
7533,1396.5
7534,1273.0
7535,1118.25
7536,774.0
7537,507.5
7538,354.0
7539,242.5
7540,177.75
7541,278.5
7542,644.25
7543,1164.5
7544,1770.5
7545,885.75
7546,613.75
7547,605.25
7548,654.25
7549,694.0
7550,699.0
7551,714.25
7552,876.5
7553,1210.75
7554,2087.0
7555,1850.75
7556,1867.75
7557,1860.5
7558,1708.25
7559,1311.25
7560,866.75
7561,682.5
7562,474.75
7563,330.0
7564,245.5
7565,307.0
7566,652.5
7567,1121.25
7568,1545.0
7569,915.0
7570,582.25
7571,572.25
7572,649.5
7573,661.75
7574,626.5
7575,749.0
7576,931.75
7577,1287.5
7578,2122.75
7579,2052.75
7580,1861.0
7581,1864.0
7582,1757.75
7583,1306.25
7584,867.75
7585,654.75
7586,502.0
7587,345.25
7588,235.5
7589,295.75
7590,652.5
7591,1214.5
7592,2000.75
7593,1007.0
7594,745.5
7595,773.0
7596,778.25
7597,744.25
7598,713.75
7599,791.5
7600,931.5
7601,1491.75
7602,2431.75
7603,2094.5
7604,1849.25
7605,1937.0
7606,1750.25
7607,1294.75
7608,959.25
7609,699.75
7610,532.0
7611,365.25
7612,245.0
7613,300.5
7614,646.25
7615,1180.25
7616,1846.25
7617,1113.25
7618,793.5
7619,662.5
7620,772.5
7621,724.5
7622,769.25
7623,815.25
7624,934.25
7625,1324.25
7626,2252.25
7627,2011.0
7628,1852.0
7629,1853.5
7630,1700.0
7631,1302.25
7632,974.75
7633,777.0
7634,568.0
7635,356.75
7636,248.5
7637,285.25
7638,624.25
7639,1164.0
7640,1731.0
7641,921.0
7642,624.75
7643,627.25
7644,688.0
7645,692.5
7646,712.0
7647,760.25
7648,888.0
7649,1323.5
7650,2178.5
7651,2049.0
7652,1832.5
7653,1758.25
7654,1655.25
7655,1268.25
7656,1102.75
7657,908.75
7658,677.25
7659,450.25
7660,299.25
7661,242.5
7662,373.75
7663,523.25
7664,682.75
7665,673.5
7666,593.5
7667,624.0
7668,709.25
7669,701.0
7670,310.75
7671,614.25
7672,559.75
7673,1386.5
7674,1609.0
7675,1615.75
7676,1669.0
7677,1623.0
7678,1517.25
7679,1237.5
7680,1093.0
7681,936.75
7682,688.0
7683,476.5
7684,294.5
7685,225.0
7686,291.25
7687,389.25
7688,548.75
7689,614.75
7690,561.25
7691,669.75
7692,746.75
