,ID,Date,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Year,Week,Month,WeekDay,Rush_hour,Dead_hour,day_night,Humidity_high,Temperature_high,Weather_bad,Ideal,Humidex,Visibility_cat,Visibility_dist,Rain_cat,Snow_cat,Weather_State,Weather_stat&visb_dist,Weather&visb,Sky_State,Temp_State,GBL_Forecast,Date_tmp,Prev Month y,Temperature lag1,Rainfall lag1,Visibility  lag1,Wind speed lag1,Weather_State lag1,Humidity lag1,Rush_hour lag1,Dead_hour lag1,Ideal lag1,Dew point temperature(C) lag1
17,5777,2017-12-21,17,2.9,60,1.3,1193,-4.1,0.16,0.0,0.8,0,0,1,2017,48,12,4,0.36787944117144233,0.0,1,0,0,0,1,-0.14836649836680094,4,4,0,1,12,48,85.01071706517499,3,2,6,2017-12,230.31666666666666,1.7,0.0,1140.0,1.3,12.0,64.0,1.0,0.0,1.0,-4.3
18,5778,2017-12-21,18,1.7,64,1.3,1140,-4.3,0.0,0.0,0.8,0,0,1,2017,48,12,4,1.0,0.0,1,0,0,0,1,-1.385643801095403,3,4,0,1,12,48,84.4654024966625,3,2,6,2017-12,230.31666666666666,0.8,0.0,923.0,0.9,12.0,71.0,0.36787944117144233,0.0,1.0,-3.8
19,5779,2017-12-21,19,0.8,71,0.9,923,-3.8,0.0,0.0,0.8,0,0,1,2017,48,12,4,0.36787944117144233,0.0,0,1,0,1,1,-2.191499953325744,3,3,0,1,12,36,81.93155081403422,2,2,4,2017-12,230.31666666666666,0.2,0.0,990.0,0.7,12.0,72.0,0.1353352832366127,0.0,1.0,-4.2
20,5780,2017-12-21,20,0.2,72,0.7,990,-4.2,0.0,0.0,0.8,0,0,1,2017,48,12,4,0.1353352832366127,0.0,0,1,0,1,1,-2.8670680201458114,3,3,0,1,12,36,82.77245931754362,2,2,4,2017-12,230.31666666666666,-0.4,0.0,1065.0,0.6,11.0,74.0,0.049787068367863944,0.0,1.0,-4.4
21,5781,2017-12-21,21,-0.4,74,0.6,1065,-4.4,0.0,0.0,0.8,0,0,1,2017,48,12,4,0.049787068367863944,0.0,0,1,0,1,1,-3.5040945889216597,3,4,0,1,11,44,76.67803085957877,3,4,12,2017-12,230.31666666666666,-1.1,0.0,865.0,0.6,11.0,78.0,0.01831563888873418,1.522997974471263e-08,1.0,-4.4
22,5782,2017-12-21,22,-1.1,78,0.6,865,-4.4,0.0,0.0,0.8,0,0,1,2017,48,12,4,0.01831563888873418,1.522997974471263e-08,0,1,0,1,1,-4.204094588921659,3,3,0,1,11,33,74.39002457625067,2,4,8,2017-12,230.31666666666666,-1.5,0.0,821.0,0.6,11.0,79.0,0.006737946999085467,5.602796437537268e-09,1.0,-4.6
23,5783,2017-12-21,23,-1.5,79,0.6,821,-4.6,0.0,0.0,0.8,0,0,1,2017,48,12,4,0.006737946999085467,5.602796437537268e-09,0,1,0,1,1,-4.640624156935152,3,3,0,1,11,33,73.81575420397671,2,4,8,2017-12,230.31666666666666,-1.7,0.0,794.0,0.5,11.0,79.0,0.0,0.01831563888873418,1.0,-4.8
24,5784,2017-12-22,0,-1.7,79,0.5,794,-4.8,0.0,0.0,0.8,0,1,1,2017,48,12,5,0.0,0.01831563888873418,0,1,0,1,1,-4.8766626296849,3,3,0,1,11,33,73.4479180737185,2,4,8,2017-12,230.31666666666666,-1.6,0.0,784.0,0.6,11.0,79.0,0.0,0.049787068367863944,1.0,-4.7
25,5785,2017-12-22,1,-1.6,79,0.6,784,-4.7,0.0,0.0,0.8,0,1,1,2017,48,12,5,0.0,0.049787068367863944,0,1,0,1,1,-4.758704413489058,3,3,0,1,11,33,73.30849922385448,2,4,8,2017-12,230.31666666666666,-1.1,0.0,736.0,0.7,11.0,79.0,0.0,0.1353352832366127,1.0,-4.2
26,5786,2017-12-22,2,-1.1,79,0.7,736,-4.2,0.0,0.0,0.8,0,1,1,2017,48,12,5,0.0,0.1353352832366127,0,1,0,1,1,-4.167068020145812,3,3,0,1,11,33,72.61353130601765,2,4,8,2017-12,230.31666666666666,-0.6,0.0,789.0,0.5,11.0,76.0,0.0,0.36787944117144233,1.0,-4.3
27,5787,2017-12-22,3,-0.6,76,0.5,789,-4.3,0.0,0.0,0.7,0,1,1,2017,48,12,5,0.0,0.36787944117144233,0,1,0,1,1,-3.685643801095403,3,3,0,1,11,33,73.37842952930461,2,4,8,2017-12,230.31666666666666,-0.3,0.0,760.0,0.9,11.0,76.0,0.0,1.0,1.0,-4.0
28,5788,2017-12-22,4,-0.3,76,0.9,760,-4.0,0.0,0.0,0.7,0,1,1,2017,48,12,5,0.0,1.0,0,1,0,1,1,-3.329538484214256,3,3,0,1,11,33,72.96650276608415,2,4,8,2017-12,230.31666666666666,-0.2,0.0,880.0,0.8,11.0,73.0,0.0,0.36787944117144233,1.0,-4.4
29,5789,2017-12-22,5,-0.2,73,0.8,880,-4.4,0.0,0.0,0.7,0,1,1,2017,48,12,5,0.0,0.36787944117144233,0,1,0,1,1,-3.30409458892166,3,3,0,1,11,33,74.57914098219477,2,4,8,2017-12,230.31666666666666,-0.1,0.0,895.0,0.8,11.0,71.0,0.1353352832366127,0.0,1.0,-4.7
30,5790,2017-12-22,6,-0.1,71,0.8,895,-4.7,0.0,0.0,0.7,0,1,1,2017,48,12,5,0.1353352832366127,0.0,1,1,0,1,1,-3.258704413489058,3,3,0,1,11,33,74.7650609010234,2,4,8,2017-12,230.31666666666666,-0.3,0.0,919.0,0.7,11.0,72.0,0.36787944117144233,0.0,1.0,-4.7
31,5791,2017-12-22,7,-0.3,72,0.7,919,-4.7,0.0,0.0,0.7,0,1,1,2017,48,12,5,0.36787944117144233,0.0,1,1,0,1,1,-3.4587044134890577,3,3,0,1,11,33,75.05614734591255,2,4,8,2017-12,230.31666666666666,-0.4,0.0,904.0,0.5,11.0,69.0,1.0,0.0,1.0,-5.4
32,5792,2017-12-22,8,-0.4,69,0.5,904,-5.4,0.0,0.0,0.7,0,1,1,2017,48,12,5,1.0,0.0,1,0,0,0,1,-3.681889628603872,3,3,0,1,11,33,74.87512296431393,2,4,8,2017-12,230.31666666666666,0.3,0.0,897.0,0.7,12.0,67.0,0.36787944117144233,0.0,1.0,-5.1
33,5793,2017-12-22,9,0.3,67,0.7,897,-5.1,0.03,0.0,0.6,0,1,1,2017,48,12,5,0.36787944117144233,0.0,1,0,0,0,1,-2.9298123049898686,3,3,0,1,12,36,81.58867034470555,2,2,4,2017-12,230.31666666666666,1.4,0.0,897.0,1.0,12.0,64.0,0.1353352832366127,0.0,1.0,-4.6
34,5794,2017-12-22,10,1.4,64,1.0,897,-4.6,0.25,0.0,0.5,0,1,1,2017,48,12,5,0.1353352832366127,0.0,1,0,0,0,1,-1.740624156935152,3,3,0,1,12,36,81.58867034470555,2,2,4,2017-12,230.31666666666666,3.1,0.0,804.0,0.8,5.0,57.0,0.0,0.0,1.0,-4.6
35,5795,2017-12-22,11,3.1,57,0.8,804,-4.6,0.63,0.0,0.0,0,1,1,2017,48,12,5,0.0,0.0,1,0,0,0,1,-0.040624156935151756,3,3,0,0,5,15,33.447996345894836,2,2,4,2017-12,230.31666666666666,4.5,0.0,836.0,0.8,5.0,56.0,0.0,0.0,1.0,-3.5
36,5796,2017-12-22,12,4.5,56,0.8,836,-3.5,0.71,0.0,0.0,0,1,1,2017,48,12,5,0.0,0.0,1,0,0,0,1,1.5665255468860857,3,3,0,0,5,15,33.64314306542351,2,2,4,2017-12,230.31666666666666,5.4,0.0,820.0,1.2,5.0,55.0,0.006737946999085467,0.0,1.0,-2.9
37,5797,2017-12-22,13,5.4,55,1.2,820,-2.9,0.66,0.0,0.0,0,1,1,2017,48,12,5,0.006737946999085467,0.0,1,0,0,0,1,2.586137000163356,3,3,0,0,5,15,33.54652170129149,2,2,4,2017-12,230.31666666666666,5.9,0.0,779.0,0.6,6.0,55.0,0.01831563888873418,0.0,1.0,-2.4
38,5798,2017-12-22,14,5.9,55,0.6,779,-2.4,0.48,0.0,0.0,0,1,1,2017,48,12,5,0.01831563888873418,0.0,1,0,0,0,1,3.1895410927007464,3,3,0,0,6,18,39.94806627522449,2,2,4,2017-12,230.31666666666666,6.5,0.0,801.0,0.9,6.0,55.0,0.049787068367863944,0.0,1.0,-1.9
39,5799,2017-12-22,15,6.5,55,0.9,801,-1.9,0.38,0.0,0.0,0,1,1,2017,48,12,5,0.049787068367863944,0.0,1,0,0,0,1,3.896442183007001,3,3,0,0,6,18,40.11516568241016,2,2,4,2017-12,230.31666666666666,6.0,0.0,732.0,0.7,6.0,58.0,0.1353352832366127,0.0,1.0,-1.6
40,5800,2017-12-22,16,6.0,58,0.7,732,-1.6,0.19,0.0,0.0,0,1,1,2017,48,12,5,0.1353352832366127,0.0,1,0,0,0,1,3.4623045408694075,3,3,0,0,6,18,39.574683083767866,2,2,4,2017-12,230.31666666666666,5.4,0.0,691.0,1.3,6.0,61.0,0.36787944117144233,0.0,1.0,-1.5
41,5801,2017-12-22,17,5.4,61,1.3,691,-1.5,0.08,0.0,0.0,0,1,1,2017,48,12,5,0.36787944117144233,0.0,1,0,0,0,1,2.8845506770827463,3,3,0,0,6,18,39.22883894260602,2,2,4,2017-12,230.31666666666666,4.9,0.0,677.0,0.6,6.0,63.0,1.0,0.0,1.0,-1.5
42,5802,2017-12-22,18,4.9,63,0.6,677,-1.5,0.0,0.0,0.0,0,1,1,2017,48,12,5,1.0,0.0,1,0,0,0,1,2.3845506770827463,3,3,0,0,6,18,39.10602763747365,2,2,4,2017-12,230.31666666666666,5.2,0.0,691.0,0.7,7.0,64.0,0.36787944117144233,0.0,1.0,-1.0
43,5803,2017-12-22,19,5.2,64,0.7,691,-1.0,0.0,0.0,0.0,0,1,1,2017,48,12,5,0.36787944117144233,0.0,0,0,0,0,1,2.798010153317464,3,3,0,0,7,21,45.76697876637369,2,2,4,2017-12,230.31666666666666,5.9,0.0,779.0,1.3,7.0,67.0,0.1353352832366127,0.0,1.0,0.2
44,5804,2017-12-22,20,5.9,67,1.3,779,0.2,0.0,0.0,0.0,0,1,1,2017,48,12,5,0.1353352832366127,0.0,0,0,0,0,1,3.7860085702208264,3,3,0,0,7,21,46.606077321095235,2,2,4,2017-12,230.31666666666666,6.1,0.0,763.0,2.2,7.0,70.0,0.049787068367863944,0.0,1.0,1.0
45,5805,2017-12-22,21,6.1,70,2.2,763,1.0,0.0,0.0,0.0,0,1,1,2017,48,12,5,0.049787068367863944,0.0,0,0,0,1,1,4.190925239065909,3,3,0,0,7,21,46.460806218991195,2,2,4,2017-12,230.31666666666666,6.1,0.0,806.0,2.7,7.0,70.0,0.01831563888873418,1.522997974471263e-08,1.0,1.0
46,5806,2017-12-22,22,6.1,70,2.7,806,1.0,0.0,0.0,0.0,0,1,1,2017,48,12,5,0.01831563888873418,1.522997974471263e-08,0,0,0,1,1,4.190925239065909,3,3,0,0,7,21,46.8445861975464,2,2,4,2017-12,230.31666666666666,5.8,0.0,832.0,2.5,7.0,74.0,0.006737946999085467,5.602796437537268e-09,1.0,1.5
47,5807,2017-12-22,23,5.8,74,2.5,832,1.5,0.0,0.0,0.0,0,1,1,2017,48,12,5,0.006737946999085467,5.602796437537268e-09,0,1,0,1,1,4.024502011494661,3,3,0,0,7,21,47.06682708574846,2,2,4,2017-12,230.31666666666666,5.8,0.0,788.0,1.9,7.0,75.0,0.0,0.01831563888873418,1.0,1.7
48,5808,2017-12-23,0,5.8,75,1.9,788,1.7,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.0,0.01831563888873418,0,1,0,1,1,4.079152359589283,3,3,0,0,7,21,46.68648662900515,2,2,4,2017-12,230.31666666666666,5.7,0.0,706.0,1.7,7.0,75.0,0.0,0.049787068367863944,1.0,1.6
49,5809,2017-12-23,1,5.7,75,1.7,706,1.6,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.0,0.049787068367863944,0,1,0,1,1,3.9517390747661283,3,3,0,0,7,21,45.917306662452695,2,2,4,2017-12,230.31666666666666,5.6,0.0,641.0,1.6,7.0,76.0,0.0,0.1353352832366127,1.0,1.6
50,5810,2017-12-23,2,5.6,76,1.6,641,1.6,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.0,0.1353352832366127,0,1,0,1,1,3.8517390747661278,2,3,0,0,7,21,45.24120619844469,2,2,4,2017-12,230.31666666666666,5.4,0.0,583.0,1.6,7.0,77.0,0.0,0.36787944117144233,1.0,1.6
51,5811,2017-12-23,3,5.4,77,1.6,583,1.6,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.0,0.36787944117144233,0,1,0,1,1,3.6517390747661285,2,3,0,0,7,21,44.57731030445345,2,2,4,2017-12,230.31666666666666,5.3,0.0,506.0,0.9,7.0,79.0,0.0,1.0,1.0,1.9
52,5812,2017-12-23,4,5.3,79,0.9,506,1.9,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.0,1.0,0,1,0,1,1,3.6345116122912255,2,3,0,0,7,21,43.58575668501226,2,2,4,2017-12,230.31666666666666,5.0,0.0,425.0,1.2,7.0,81.0,0.0,0.36787944117144233,1.0,2.0
53,5813,2017-12-23,5,5.0,81,1.2,425,2.0,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.0,0.36787944117144233,0,1,0,1,1,3.3624596015821027,1,3,0,0,7,21,42.36462418247092,2,2,4,2017-12,230.31666666666666,5.1,0.0,375.0,1.3,6.0,81.0,0.1353352832366127,0.0,1.0,2.1
54,5814,2017-12-23,6,5.1,81,1.3,375,2.1,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.1353352832366127,0.0,1,1,0,1,1,3.4905878552873046,1,2,0,0,6,12,35.561556155822466,1,2,2,2017-12,230.31666666666666,5.1,0.0,334.0,0.7,6.0,82.0,0.36787944117144233,0.0,1.0,2.2
55,5815,2017-12-23,7,5.1,82,0.7,334,2.2,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.36787944117144233,0.0,1,1,0,1,1,3.5188973964113286,1,2,0,0,6,12,34.86684595786021,1,2,2,2017-12,230.31666666666666,5.1,0.0,297.0,0.9,6.0,83.0,1.0,0.0,1.0,2.4
56,5816,2017-12-23,8,5.1,83,0.9,297,2.4,0.0,0.0,0.0,0,0,1,2017,48,12,6,1.0,0.0,1,1,0,1,1,3.576064457724518,1,2,0,0,6,12,34.162392832816195,1,2,2,2017-12,230.31666666666666,5.2,0.0,226.0,0.7,6.0,84.0,0.36787944117144233,0.0,1.0,2.7
57,5817,2017-12-23,9,5.2,84,0.7,226,2.7,0.03,0.0,0.0,0,0,1,2017,48,12,6,0.36787944117144233,0.0,1,1,0,1,1,3.7632005663570505,0,2,0,0,6,12,32.52320999563372,1,2,2,2017-12,230.31666666666666,5.4,0.0,215.0,1.2,6.0,82.0,0.1353352832366127,0.0,1.0,2.5
58,5818,2017-12-23,10,5.4,82,1.2,215,2.5,0.13,0.0,0.0,0,0,1,2017,48,12,6,0.1353352832366127,0.0,1,1,0,1,1,3.904924048771562,0,2,0,0,6,12,32.223828168765976,1,2,2,2017-12,230.31666666666666,5.7,0.0,192.0,1.1,6.0,81.0,0.0,0.0,1.0,2.6
59,5819,2017-12-23,11,5.7,81,1.1,192,2.6,0.18,0.0,0.0,0,0,1,2017,48,12,6,0.0,0.0,1,1,0,1,1,4.2339690689922636,0,2,0,0,6,12,31.54497223216669,1,2,2,2017-12,230.31666666666666,7.0,0.0,246.0,1.9,5.0,72.0,0.0,0.0,1.0,2.2
60,5820,2017-12-23,12,7.0,72,1.9,246,2.2,0.64,0.0,0.0,0,0,1,2017,48,12,6,0.0,0.0,1,1,0,1,1,5.418897396411329,0,2,0,0,5,10,27.526657679661813,1,2,2,2017-12,230.31666666666666,7.7,0.0,249.0,1.0,5.0,68.0,0.006737946999085467,0.0,1.0,2.1
61,5821,2017-12-23,13,7.7,68,1.0,249,2.1,0.58,0.0,0.0,0,0,1,2017,48,12,6,0.006737946999085467,0.0,1,0,0,0,1,6.090587855287305,0,2,0,0,5,10,27.587264482323537,1,2,2,2017-12,230.31666666666666,8.6,0.0,263.0,1.6,5.0,63.0,0.01831563888873418,0.0,1.0,1.9
62,5822,2017-12-23,14,8.6,63,1.6,263,1.9,0.72,0.0,0.0,0,0,1,2017,48,12,6,0.01831563888873418,0.0,1,0,0,0,1,6.934511612291225,1,2,0,0,5,10,27.860770160888823,1,2,2,2017-12,230.31666666666666,8.6,0.0,269.0,1.5,5.0,64.0,0.049787068367863944,0.0,1.0,2.1
63,5823,2017-12-23,15,8.6,64,1.5,269,2.1,0.57,0.0,0.0,0,0,1,2017,48,12,6,0.049787068367863944,0.0,1,0,0,0,1,6.990587855287305,1,2,0,0,5,10,27.973556898009196,1,2,2,2017-12,230.31666666666666,8.2,0.0,281.0,1.0,6.0,64.0,0.1353352832366127,0.0,1.0,1.7
64,5824,2017-12-23,16,8.2,64,1.0,281,1.7,0.32,0.0,0.0,0,0,1,2017,48,12,6,0.1353352832366127,0.0,1,0,0,0,1,6.479152359589284,1,2,0,0,6,12,33.830128016002476,1,2,2,2017-12,230.31666666666666,7.7,0.0,264.0,0.9,6.0,67.0,0.36787944117144233,0.0,1.0,1.9
65,5825,2017-12-23,17,7.7,67,0.9,264,1.9,0.11,0.0,0.0,0,0,1,2017,48,12,6,0.36787944117144233,0.0,1,0,0,0,1,6.034511612291226,1,2,0,0,6,12,33.4556946188779,1,2,2,2017-12,230.31666666666666,6.6,0.0,229.0,0.4,6.0,73.0,1.0,0.0,1.0,2.0
66,5826,2017-12-23,18,6.6,73,0.4,229,2.0,0.0,0.0,0.0,0,0,1,2017,48,12,6,1.0,0.0,1,1,0,1,1,4.962459601582102,0,2,0,0,6,12,32.60233202132544,1,2,2,2017-12,230.31666666666666,6.0,0.0,219.0,1.1,7.0,76.0,0.36787944117144233,0.0,1.0,2.0
67,5827,2017-12-23,19,6.0,76,1.1,219,2.0,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.36787944117144233,0.0,0,1,0,1,1,4.362459601582103,0,2,0,0,7,14,37.72350210871551,5,2,10,2017-12,230.31666666666666,5.9,0.0,222.0,1.5,7.0,75.0,0.1353352832366127,0.0,1.0,1.7
68,5828,2017-12-23,20,5.9,75,1.5,222,1.7,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.1353352832366127,0.0,0,1,0,1,1,4.179152359589285,0,2,0,0,7,14,37.818741673105954,5,2,10,2017-12,230.31666666666666,5.6,0.0,212.0,0.9,7.0,77.0,0.049787068367863944,0.0,1.0,1.8
69,5829,2017-12-23,21,5.6,77,0.9,212,1.8,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.049787068367863944,0.0,0,1,0,1,1,3.906742869345023,0,2,0,0,7,14,37.49610392270409,5,2,10,2017-12,230.31666666666666,5.3,0.0,200.0,0.6,7.0,79.0,0.01831563888873418,1.522997974471263e-08,1.0,1.9
70,5830,2017-12-23,22,5.3,79,0.6,200,1.9,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.01831563888873418,1.522997974471263e-08,0,1,0,1,1,3.6345116122912255,0,2,0,0,7,14,37.08822156583626,5,2,10,2017-12,230.31666666666666,5.5,0.0,185.0,0.6,7.0,80.0,0.006737946999085467,5.602796437537268e-09,1.0,2.3
71,5831,2017-12-23,23,5.5,80,0.6,185,2.3,0.0,0.0,0.0,0,0,1,2017,48,12,6,0.006737946999085467,5.602796437537268e-09,0,1,0,1,1,3.9473892529129593,0,2,0,0,7,14,36.54249077554827,5,2,10,2017-12,230.31666666666666,5.6,0.0,196.0,0.6,7.0,78.0,0.0,0.01831563888873418,1.0,2.0
72,5832,2017-12-24,0,5.6,78,0.6,196,2.0,0.0,0.0,0.0,0,1,1,2017,49,12,0,0.0,0.01831563888873418,0,1,0,1,1,3.9624596015821023,0,2,0,0,7,14,36.94680261461362,5,2,10,2017-12,230.31666666666666,5.6,0.0,197.0,0.5,7.0,78.0,0.0,0.049787068367863944,1.0,2.0
73,5833,2017-12-24,1,5.6,78,0.5,197,2.0,0.0,0.0,0.0,0,1,1,2017,49,12,0,0.0,0.049787068367863944,0,1,0,1,1,3.9624596015821023,0,2,0,0,7,14,36.98242610116592,5,2,10,2017-12,230.31666666666666,5.4,0.0,190.0,0.9,7.0,80.0,0.0,0.1353352832366127,1.0,2.2
74,5834,2017-12-24,2,5.4,80,0.9,190,2.2,0.0,0.0,0.0,0,1,1,2017,49,12,0,0.0,0.1353352832366127,0,1,0,1,1,3.8188973964113293,0,2,0,0,7,14,36.729168505123404,5,2,10,2017-12,230.31666666666666,5.2,0.0,190.0,0.8,7.0,82.0,0.0,0.36787944117144233,1.0,2.3
75,5835,2017-12-24,3,5.2,82,0.8,190,2.3,0.0,0.0,0.0,0,1,1,2017,49,12,0,0.0,0.36787944117144233,0,1,0,1,1,3.6473892529129595,0,2,0,0,7,14,36.729168505123404,5,2,10,2017-12,230.31666666666666,5.2,0.0,189.0,0.7,7.0,82.0,0.0,1.0,1.0,2.3
